ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_TYPE	FORM	TOKENS	OCCURRENCES	WORD_FORMS	GLOSS_FORMS	PHRASE_EXAMPLE	GLOSS_EXAMPLE	REFERENCES	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	CROSSID
458	Qiang	correct	correct	lexicon	pe	p e	1	me-pe-ȵiɑufu,	NEG-correct-LNK(as.soon.as)	mə-lɑw da-qheʴ kɑntɕhi me-pe-ȵiɑufu,	fire-DEF:one.pile DIR-open think/want NEG-correct-LNK(as.soon.as)	239:3:1	1 7	AX	PE	1	1.P.C 1.E.V	2.0 1.5	pe	1	395
710	Qiang	count	count	lexicon	ʂe	ʂ e	2	tə-ʂe.	DIR-count	ɦɑlɑ puȵu-le:-tɑ zə-ʐ-ȵiɑntɕi ɦɑlɑ ʁɑ-ŋuəȵi ɕtɕi-ɸi tə-ʂe.	there cat-DEF:CL-DAT DIR-bring-after INT roof.tile-TOP seven-CL DIR-count	622:6:1 666:3:1	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʂe	0	396
711	Qiang	count	count	lexicon	ʂə	ʂ ə	1	tə-ʂə-jantɕi,	DIR-count-after	ʂpə-ŋuəȵi ɑ-χtʂ ɑ-χtʂ tə-ʂə-jantɕi,	bamboo-TOP one-row one.row DIR-count-after	745:3:1	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʂə	1	396
513	Qiang	courtyard	courtyard	lexicon	ʁuɑχɑ	ʁ u ɑ χ ɑ	1	ʁuɑχɑ-lɑ	courtyard-LOC	ɦɑ-thu tsi-lou-ŋuəȵi ɦɑ ʁuɑχɑ-lɑ ɦe-zei ɦe-zei-ȵi thɑ ʐi-kəi-stũ,	INT-there girl-DEF:one:CL-TOP INT courtyard-LOC DIR-cry DIR-cry-ADV there exist-NAR-PART	301:3:0	5 7 7 3 7	AXYBZ	RYAGA	1	1.R.C 1.Y.V 1.A.V 1.G.C 1.A.V	2.0 1.5 1.3 1.75 0.8	ʁuɑχɑ	0	397
514	Qiang	courtyard	courtyard	lexicon	ʐoʁu	ʐ o ʁ u	1	ʐoʁu-pienɑ-lɑ	courtyard-beside-LOC	tshən-ŋuəȵi ɦɑ-thɑ xsə-tɕi-le:-pienɑ-ŋuəȵi ʐoʁu-pienɑ-lɑ wətshəi-le:-tɑ ɦɑ-l-ȵi ɦɑ-ke-ze ʐi-jə kə u-ʐmu-ɑ-wɑ,”	Chen-TOP INT-there god-house-DEF:CL-beside-TOP courtyard-beside-LOC wild.prickly.ash-DEF:CL-LOC DIR-look-ADV INT-INDEF-CL exist-REP thus DIR-dream-1sg-EMPH	996:3:0	3 7 5 7	AXBZ	SURY	1	1.S.C 1.U.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	ʐoʁu	0	398
882	Qiang	cover	cover	lexicon	que	q u e	1	ɦa-que-ji-le:	DIR-cover-CSM-DEF:CL	sə-tɕ-kəi-tu ɦɑlɑ ʐɑwɑ-ʂəpan-le: ɦa-que-ji-le: tu-tsu-kəi,	DIR-drink-NAR-LNK INT stone-†stone.slab-DEF:CL DIR-cover-CSM-DEF:CL DIR-encouter-NAR	1020:3:1	1 7 7	AXZ	KYE	1	1.K.C 1.Y.V 1.E.V	2.0 1.5 0.8	que	0	399
619	Qiang	cowpen	cowpen	lexicon	tɕaʁa	tɕ a/ɑ ʁ a/ɑ	2	tɕaʁa-lɑ	cowpen-LOC	ʐbə-ŋuəȵi xsə-zi zə-p-ȵi tɕaʁa-lɑ ɦɑ-ʑdʑy-ȵi ʐi-ʐə-kui-tɕu.	yak-TOP three-CL DIR-buy-ADV cowpen-LOC DIR-tether-ADV exist-CAUS-NAR-PART	460:3:0 461:1:0	2 7 5 7	AXBZ	CARA	1	1.C.C 1.A.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	tɕa/ɑʁa/ɑ	0	400
511	Qiang	crevice	crevice	lexicon	χanχa:	χ a/ɑ n χ aː/ɑː	1	χanχa:	crevice	qhaʴʁue-lɑw χanχa: ɦɑ-qə-tu,	stone.pile-DEF:one:CL crevice DIR-go-LNK	300:1:0	3 7 4 3 7	AXMBZ	GANGA	1	1.G.C 1.A.V 1.N.c 1.G.C 1.A.V	2.0 1.5 1.1 1.75 0.8	χa/ɑnχaː/ɑː	0	401
628	Qiang	cross	cross	lexicon	χlɑ	χ l ɑ	2	dɑ-χlɑ-jə-s-tɑ	DIR-cross-CSM-NOM-LOC	məq-tɑ tuŋtuŋ ʐo:puɑ-lɑ ʁu dɑ-χlɑ-jə-s-tɑ ɦɑ-ʑdʑy-ȵi i-ɕi-kui-wɑ.	above-LOC cave cave-LOC mountain DIR-cross-CSM-NOM-LOC DIR-tether-ADV DIR-put-NAR-EMPH	464:4:1 465:1:1	3 5 7	ACX	GLA	1	1.G.C 1.L.C 1.A.V	2.0 1.5 1.5	χlɑ	0	402
629	Qiang	cross	cross	lexicon	χɬɑ	χ ɬ ɑ	1	χɬɑ-ji-wɑ,”	cross-CSM-EMPH	ʁu χɬɑ-ji-wɑ,”	mountain cross-CSM-EMPH	534:1:0	3 5 7	ACX	GLA	1	1.G.C 1.L.C 1.A.V	2.0 1.5 1.5	χɬɑ	0	402
630	Qiang	cross	cross:PRS	lexicon	χɬɑ:	χ ɬ ɑː	1	dɑ-χɬɑ:	DIR-cross:PRS	ɦɑ-thɑ dɑ-χɬɑ: jəsai-wɑ,	INT-there DIR-cross:PRS fast-EMPH	542:1:1	3 5 7	ACX	GLA	1	1.G.C 1.L.C 1.A.V	2.0 1.5 1.5	χɬɑː	0	402
364	Qiang	crow	crow	lexicon	noʁu	n o ʁ u	6	noʁu-le:-ȵɑ	crow-DEF:CL-COM	ɦɑlɑ noʁu-le:-ȵɑ e-tʂepe-kəi-tɕu,	INT crow-DEF:CL-COM DIR-encounter-NAR-PART	119:1:0 120:0:0 185:0:0 214:0:0 250:0:0 251:0:0	4 7 5 7	AXBZ	NURY	1	1.N.C 1.U.V 1.R.C 1.Y.V	2.0 1.5 1.75 0.8	noʁu	0	403
309	Qiang	cry	cry	lexicon	zei	z e i	24	zei	cry	zei ɦe-zei-ȵi kə-kəpə-kəi-tɕu,	cry DIR-cry-ADV go-HABIT-NAR-PART	65:0:0 65:1:1 83:0:1 87:1:1 99:2:1 99:3:1 99:5:1 99:6:1 102:3:1 122:2:1 141:2:1 143:1:1 158:1:1 158:2:1 162:2:1 294:4:1 294:5:1 294:6:1 301:4:1 301:5:1 314:1:1 323:1:1 340:2:0 341:0:0	3 7 7	AXZ	SEI	1	1.S.C 1.E.V 1.I.V	2.0 1.5 0.8	zei	0	404
346	Qiang	cry,	cry,	lexicon	zei	z e i	1	ɦe-zei,	DIR-cry,	tu ɦala ɦe-zei,	RESULT INT DIR-cry,	82:2:1	3 7 7	AXZ	SEI	1	1.S.C 1.E.V 1.I.V	2.0 1.5 0.8	zei	1	405
797	Qiang	cure	cure	lexicon	tʂhup	ʈʂʰ u p	1	ɦo-tʂhup-ȵi	DIR-cure-ADV	“ʑdʑi ɦo-tʂhup-ȵi ʑdʑi u-xʂu mɑ-lə,	sick DIR-cure-ADV sick DIR-recover NEG-able	826:1:1	2 7 1	AXN	CYP	1	1.C.C 1.Y.V 1.P.c	2.0 1.5 0.8	ʈʂʰup	0	406
266	Qiang	cut	cut	lexicon	x	x	1	te-x-ȵi104	DIR-cut-ADV	lu te-x-ȵi104 tɕiʁuɑ tə-ɬi,	China.fir DIR-cut-ADV house DIR-build	55:1:1	3	A	G	1	1.G.C	2.0	x	0	407
267	Qiang	cut	cut	lexicon	tuɑ	t u ɑ	2	tu-tuɑ-kui,	DIR-cut-NAR	kɑpətʂ-tou meʴʐ kɑntɕhi qusɑp-te:-wu jɑpə-le:-xʂe tu-tuɑ-kui,	orphan-DEF:one:CL seek think/want scissors-DEF:CL-AGT hand-DEF:CL-CL DIR-cut-NAR	231:5:1 234:2:1	1 7 7	AXZ	TYA	1	1.T.C 1.Y.V 1.A.V	2.0 1.5 0.8	tuɑ	0	408
271	Qiang	cut down	cut.down	lexicon	xte	x t e	1	ɦa-xte-ȵi	DIR-cut.down-ADV	tshəmɑ ɦa-xte-ȵi zə tə-ʐge,	thorn DIR-cut.down-ADV land DIR-open	56:1:1	3 1 7	ACZ	GTE	1	1.G.C 1.T.C 1.E.V	2.0 1.5 0.8	xte	1	409
33	Qiang	cypress	cypress	lexicon	zuɑmə	z u ɑ m ə	1	zuɑmə-ɸu	cypress-tree	zuɑmə-ɸu o-ʐgu-tɑ i-pi-χuɑ-ȵi,	cypress-tree one-CL-LOC DIR-hide-because-ADV	5:0:0	3 7 7 4 7	AXYBZ	SYAME	1	1.S.C 1.Y.V 1.A.V 1.M.C 1.E.V	2.0 1.5 1.3 1.75 0.8	zuɑmə	0	410
656	Qiang	date	date	lexicon	zət	z ə t	2	zət	date	zət ɑ-s ə-ʂ-kəi,	date one-day DIR-put-NAR	517:0:0 518:0:0	3 7 1	AXN	SET	1	1.S.C 1.E.V 1.T.c	2.0 1.5 0.8	zət	0	411
493	Qiang	daugher	daugher	lexicon	tsi	ts i	2	tsi-lɑ-hɑn	daugher-DEF:one-kind	“ʔũ tsi-lɑ-hɑn qɑ e: de-mə-l-əs-te:-wu,	2sg daugher-DEF:one-kind 1sg one:CL DIR-NEG-give-NOM-DEF:CL-LNK	276:1:0 280:0:0	2 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	tsi	0	412
765	Qiang	daughter	daughter	lexicon	tsi	ts i	5	qɑ-tsi-le:-ŋuəȵi,	1sg-daughter-DEF:CL-TOP	qɑ-tsi-le:-ŋuəȵi,	1sg-daughter-DEF:CL-TOP	775:0:1 784:2:0 786:1:0 900:0:0 925:0:0	2 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	tsi	1	413
122	Qiang	day	day	lexicon	s	s	37	lɑ-s-ʁɑ,	DEF:one-day-LOC	steke lɑ-s-ʁɑ,	later DEF:one-day-LOC	21:1:1 375:2:1 375:5:1 388:1:1 393:1:1 395:0:1 491:1:1 491:2:1 501:0:1 517:1:1 528:7:1 580:2:1 581:0:1 588:0:1 592:0:1 597:0:1 601:0:1 642:0:1 642:1:1 661:1:2 705:2:1 718:6:3 721:1:1 794:0:1 852:0:2 933:0:1 1149:0:2 1173:4:2 1193:2:1 1237:3:1 1239:1:1 1241:0:1 1241:2:1 1242:1:1 1242:1:3 1259:1:1 1259:1:3	3	A	S	1	1.S.C	2.0	s	0	414
123	Qiang	day	day	lexicon	sə	s ə	2	ɑ-sə-ʁɑ-ȵi	one-day-LOC-ADV	ɑ-sə-ʁɑ-ȵi khuə ɕe-k,	one-day-LOC-ADV dog release-go	790:0:1 792:0:1	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	sə	0	414
938	Qiang	demand	demand	lexicon	jɑutɕhiu	j ɑ u tɕʰ i u	2	jɑutɕhiu-tu-pu-k-kui-stu.	demand-DIR-do-go-NAR-PART	ʐmətʂi-le:-tɑ-ŋuəȵi ɦɑ-kə jɑutɕhiu-tu-pu-k-kui-stu.	emperor-DEF:CL-DAT-TOP INT-thus demand-DIR-do-go-NAR-PART	1165:2:0 1177:2:0	6 7 7 2 7 7	AXYBYZ	JAYCIY	1	1.J.C 1.A.V 1.Y.V 1.C.C 1.I.V 1.Y.V	2.0 1.5 1.3 1.75 1.3 0.8	jɑutɕʰiu	0	415
738	Qiang	die	die	lexicon	ʂe	ʂ e	12	die-ʂe-kə	DIR-die-INF	χuopɑu ŋuə-ʂə ɦe-ʂue-ȵi ɑ-ʂpɑ-lɑ die-ʂe-kə ʁu.”	live.treasure COP-LNK DIR-be.hungry-ADV one-place-LOC DIR-die-INF may	704:4:1 754:3:1 864:2:1 865:1:1 866:1:1 915:3:1 916:1:1 1159:2:0 1171:2:0 1249:4:1 1251:6:1 1255:4:0	3 7	AX	SE	1	1.S.C 1.E.V	2.0 1.5	ʂe	1	416
878	Qiang	die // 1sg	die:1sg	lexicon	ʂa	ʂ a/ɑ	2	die-me-ʂa-tu,	DIR-NEG-die:1sg-LNK	ɦɑ-tu sə-tɕh-ȵi qɑ die-me-ʂa-tu,	INT-RESULT DIR-drink-ADV 1sg DIR-NEG-die:1sg-LNK	1011:3:2 1014:2:1	3 7	AX	SA	1	1.S.C 1.A.V	2.0 1.5	ʂa/ɑ	0	417
690	Qiang	difficult	difficult	lexicon	χqu	χ q u	2	χqu	difficult	“ɕtɕə-s-ʁɑ-ŋuəȵi tse: ʐmətʂi jin-ne: ɑ-zə χqu ɦɑtə u-ʐmu-ȵi i-tʂi-s-le: ŋuə-ʂ,	seven-day-LOC-TOP this:CL emperor monk’s.robe-DEF:CL one-little difficult INT DIR-dream-ADV DIR-sign-NOM-DEF:CL COP-LNK	581:5:0 584:6:0	3 1 7	ACZ	GKY	1	1.G.C 1.K.C 1.Y.V	2.0 1.5 0.8	χqu	0	418
691	Qiang	difficult	difficult	lexicon	ʂqu	ʂ q u	1	ʂqu-ʂ-un,	difficult-too-2sg	ɑ-zə-ŋuəȵi ʂqu-ʂ-un,	one-little-TOP difficult-too-2sg	631:1:0	3 1 7	ACZ	SKY	1	1.S.C 1.K.C 1.Y.V	2.0 1.5 0.8	ʂqu	0	418
915	Qiang	dig	dig	lexicon	xkue	x k u e	1	tə-xkue-ȵi	DIR-dig-ADV	ɦɑ-tu jɑutsan dʑemi wutɕupu-ŋuəȵi ɦɑlɑ titɑu tə-xkue-ȵi ɦɑ-tsəi ə-ʂ-jy-kui-wɑ,	INT-RESULT man.eating.demon Dʑemi husband-TOP INT †tunnel DIR-dig-ADV INT-this.manner DIR-put-ASP-NAR-EMPH	1099:6:1	3 1 7 7	ACYZ	GKYE	1	1.G.C 1.K.C 1.Y.V 1.E.V	2.0 1.5 1.3 0.8	xkue	0	419
758	Qiang	disaster	disaster	lexicon	ʂkupɑ	ʂ k u p ɑ	1	ʂkupɑ-mo-ʁu,	disaster-NEG-willing	qɑ-χuopɑu-le:-ŋuəȵi ʂkupɑ-mo-ʁu,	1sg-live.treasure-DEF:CL-TOP disaster-NEG-willing	753:1:0	3 1 7 1 7	ACYBZ	SKYPA	1	1.S.C 1.K.C 1.Y.V 1.P.C 1.A.V	2.0 1.5 1.3 1.75 0.8	ʂkupɑ	0	420
69	Qiang	discuss	discuss	lexicon	dʐi	ɖʐ i	1	i-dʐi-tɕi,	DIR-discuss-3pl	mə ȵɑ ɣlu lə-zi i-dʐi-tɕi,	older.brother COM younger.sister DEF-CL DIR-discuss-3pl	8:4:1	2 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	ɖʐi	0	421
70	Qiang	discuss	discuss	lexicon	dʑe	dʑ e	1	dʑe-kəi,	discuss-NAR	ɦɑlɑ tʂi-le: dʑe-kəi,	INT son-DEF:CL discuss-NAR	404:2:0	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	dʑe	0	421
71	Qiang	discuss	discuss	lexicon	wu	w u	1	tu-wu-ȵi	DIR-discuss-ADV	ɦɑ-tsəi-ŋuəȵi ȵiɣi ʂətɕiɑn ɦɑ-tsə-ŋuəȵi tu-wu-ȵi ɦɑ-kə ə-ʂə-kəi-hɑ.”	INT-this.manner-TOP what †time INT-this-TOP DIR-discuss-ADV INT-thus DIR-put-NAR-PART	760:4:1	6 7	AX	WY	1	1.W.C 1.Y.V	2.0 1.5	wu	0	423
72	Qiang	discuss	discuss	lexicon	ʂəȵi	ʂ ə ȵ i	3	ɦɑ-ʂəȵi-kə-tɕi-jə,	DIR-discuss-go-3pl-HS	ɦɑ-ʂəȵi-kə-tɕi-jə,	DIR-discuss-go-3pl-HS	1142:0:1 1147:0:1 1148:0:1	3 7 4 7	AXBZ	SENI	1	1.S.C 1.E.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	ʂəȵi	0	424
73	Qiang	discuss	†discuss	lexicon	thɑuluɑn	tʰ ɑ u l u ɑ n	1	thɑuluɑn	†discuss	kə ɦɑ-kə thɑuluɑn ɦɑ-qə-ȵi,”	thus INT-thus †discuss DIR-go-ADV	1222:2:0	1 7 7 5 7 7 4	AXYBYYN	TAYLYAN	1	1.T.C 1.A.V 1.Y.V 1.L.C 1.Y.V 1.A.V 1.N.c	2.0 1.5 1.3 1.75 1.3 1.3 0.8	tʰɑuluɑn	0	425
933	Qiang	dispute	dispute	lexicon	tshenʂə	tsʰ e n ʂ ə	1	tshenʂə	dispute	tshenʂə qusu tə-qɑ-ʐ-kui-wɑ.	dispute very.many DIR-go-CAUS-NAR-EMPH	1156:0:0	2 7 4 3 7	AXMBZ	CENSE	1	1.C.C 1.E.V 1.N.c 1.S.C 1.E.V	2.0 1.5 1.1 1.75 0.8	tsʰenʂə	0	426
808	Qiang	divine	divine	lexicon	suɑ	s u ɑ	1	tə-suɑ-ȵi	DIR-divine-ADV	ɦɑlɑ tə-suɑ-ȵi dʐuků de-le,	INT DIR-divine-ADV knowledge DIR-exist	845:1:1	3 7 7	AXZ	SYA	1	1.S.C 1.Y.V 1.A.V	2.0 1.5 0.8	suɑ	1	427
809	Qiang	divine	divine	lexicon	suəsuɑ	s u ə s u ɑ	1	suəsuɑ	divine	ɦɑ-kə suəsuɑ ɣʐə-ȵi “qɑ ɦɑ-kə meʴʐ,	INT-thus divine able-ADV 1sg INT-thus seek	846:1:0	3 7 7 3 7 7	AXYBYZ	SYESYA	1	1.S.C 1.Y.V 1.E.V 1.S.C 1.Y.V 1.A.V	2.0 1.5 1.3 1.75 1.3 0.8	suəsuɑ	1	427
807	Qiang	divine(the future)	divine(the.future)	lexicon	suəsuɑ	s u ə s u ɑ	1	suəsuɑ	divine(the.future)	ɦɑ-tu tshəntɕɑ qɑpə-ŋuəȵi suəsuɑ ɣʐə-jy,	INT-RESULT Chen.family old.man-TOP divine(the.future) able-ASP	844:3:0	3 7 7 3 7 7	AXYBYZ	SYESYA	1	1.S.C 1.Y.V 1.E.V 1.S.C 1.Y.V 1.A.V	2.0 1.5 1.3 1.75 1.3 0.8	suəsuɑ	0	428
718	Qiang	divine(v )	divine(v.)	lexicon	suɑ	s u ɑ	1	tə-suɑ,	DIR-divine(v.)	χaiʂə “qɑ pəmaha ȵi:-le: tə-suɑ,	†(still.is) 1sg tonight what-DEF:CL DIR-divine(v.)	647:4:1	3 7 7	AXZ	SYA	1	1.S.C 1.Y.V 1.A.V	2.0 1.5 0.8	suɑ	0	429
95	Qiang	do	do	lexicon	pə	p ə	10	pə-s,	do-NOM	ȵizzi oqpi pə-s,	3dl one:family do-NOM	12:2:0 16:5:1 43:6:0 337:1:1 389:2:1 397:6:1 398:1:1 399:0:1 400:1:1 1128:2:0	1 7	AX	PE	1	1.P.C 1.E.V	2.0 1.5	pə	0	430
96	Qiang	do	do	lexicon	bəl	b ə l	5	bəl-dʐə-wa-χuɑ-ȵi,	do-able-very-because-ADV	thizzi zɑ-ʁə bəl-dʐə-wa-χuɑ-ȵi,	3dl earth-LOC do-able-very-because-ADV	54:2:0 359:1:1 619:3:1 1131:4:0 1276:10:1	1 7 5	AXN	PEL	1	1.P.C 1.E.V 1.L.c	2.0 1.5 0.8	bəl	0	430
97	Qiang	do	do	lexicon	pɑ	p ɑ	1	gul-pɑ-ʂ,	companion-do-LNK	tɕile tsɑ-χsəʴwu gul-pɑ-ʂ,	1pl this:one-few:all companion-do-LNK	199:2:1	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	pɑ	0	430
98	Qiang	do	do	lexicon	pů	p u �	6	gɑnphai-tu-pů-kəi-stu,	arrange-DIR-do-NAR-PART	tu the-maha-ŋuəȵi tɕiu ʂəʂe:ʴwu ȵiɑntɕi gɑnphai-tu-pů-kəi-stu,	RESULT that-night-TOP †(then) exist:REDUP:all together arrange-DIR-do-NAR-PART	206:5:2 210:1:2 468:3:2 659:0:2 823:1:1 1192:1:2	1 7 0	AXN	PY0	1	1.P.C 1.Y.V 1.0.c	2.0 1.5 0.8	pu�	0	430
99	Qiang	do	do	lexicon	pu	p u	11	pethiɑu-pu-kui.	chat-do-NAR	jə-ȵi ɦɑ-kə pethiɑu-pu-kui.	say-ADV INT-thus chat-do-NAR	392:2:1 561:2:2 650:2:1 1113:1:0 1113:4:1 1165:2:2 1166:1:1 1194:1:1 1266:2:2 1268:0:1 1274:3:2	1 7	AX	PY	1	1.P.C 1.Y.V	2.0 1.5	pu	0	430
100	Qiang	do	do	lexicon	bələ	b ə l ə	4	bələ-s	do-NOM	sawu-le: wutɕupu-ŋuəȵi sənʐə bələ-s pe-kui-wɑ,	older.sister-DEF:CL husband-TOP birthday do-NOM become-NAR-EMPH	458:3:0 459:1:0 466:2:0 571:3:1	1 7 5 7	AXBZ	PELE	1	1.P.C 1.E.V 1.L.C 1.E.V	2.0 1.5 1.75 0.8	bələ	0	430
101	Qiang	do	do	lexicon	zuo	z u o	1	zuo	do	tʂekə pefutsə məʴ ke guo zuo χɑu sə,”	†(this white.beard cat give 1sg do good thing)	613:5:0	3 7 7	AXZ	SYU	1	1.S.C 1.Y.V 1.U.V	2.0 1.5 0.8	zuo	0	436
102	Qiang	do	do	lexicon	p	p	1	tu-p-ʐə-ku-ʂə,	DIR-do-CAUS-NAR-LNK	ɦɑ-thu xsə-hɑn thuntʂə tu-p-ʐə-ku-ʂə,	INT-there three-kinds notify DIR-do-CAUS-NAR-LNK	769:3:1	1	A	P	1	1.P.C	2.0	p	0	430
103	Qiang	do	do:PRS	lexicon	pɑ:	p ɑː	1	tɕhɑnpi-pɑ:-j-jə-ʂ	†shoot-do:PRS-2pl-say-LNK	ʔile-wu tɕile tɕhɑnpi-pɑ:-j-jə-ʂ qətia:-i ji,	2pl-AGT 1pl †shoot-do:PRS-2pl-say-LNK kill:PRS-2pl say	1182:2:1	1 7	AX	PA	1	1.P.C 1.A.V	2.0 1.5	pɑː	1	430
528	Qiang	dog	dog	lexicon	khuə	kʰ u ə	8	khuə-le:	dog-DEF:CL	xsə khuə-le: hɑ-lə-jə-kui-stũ.	new(again) dog-DEF:CL DIR-come-REP-NAR-PART	317:1:0 318:0:0 691:7:0 790:1:0 791:1:0 791:3:0 792:1:0 792:4:0	1 7 7	AXZ	KYE	1	1.K.C 1.Y.V 1.E.V	2.0 1.5 0.8	kʰuə	0	437
421	Qiang	door	door	lexicon	dʑy	dʑ y	8	dʑy-le:-ʁɑ	door-DEF:CL-LOC	χa-le:-ŋuəȵi ɦɑlɑ dʑy-le:-ʁɑ ə-tʂə-ȵi ɦɑlɑ dʑy-le:-ʁɑ ʐi-kəi,	needle-DEF:CL-TOP INT door-DEF:CL-LOC DIR-stab-ADV INT door-DEF:CL-LOC exist-NAR	211:2:0 211:5:0 222:0:0 222:3:0 223:0:0 396:4:0 402:3:0 406:5:0	2 7	AX	CY	1	1.C.C 1.Y.V	2.0 1.5	dʑy	0	438
634	Qiang	dream	dream	lexicon	ʐmu	ʐ m u	10	u-ʐmu-ȵi	DIR-dream-ADV	u-ʐmu-ȵi i-tʂi-ʐ dʐə,	DIR-dream-ADV DIR-represent-CAUS able	470:0:1 567:3:1 581:7:1 584:0:1 706:5:1 984:4:1 988:2:1 991:3:1 995:2:1 996:9:1	3 4 7	ACX	SMY	1	1.S.C 1.M.C 1.Y.V	2.0 1.5 1.5	ʐmu	1	439
577	Qiang	drink	drink	lexicon	tɕ	tɕ	9	sə-tɕ-ȵi	DIR-drink-ADV	χaiʂə ɦɑlə sə-ʁ-ȵi ɕi sə-tɕ-ȵi nu-lu-kəpə-kəi,	†(still.is) INT DIR-go-ADV wine DIR-drink-ADV DIR-come-HABIT-NAR	379:4:1 1010:3:1 1019:1:1 1020:0:1 1028:3:1 1033:0:1 1039:1:2 1040:1:2 1042:0:1	2	A	C	1	1.C.C	2.0	tɕ	0	440
578	Qiang	drink	drink	lexicon	tɕhə	tɕʰ ə	5	tɕhə-tɕ	drink-GEN	ɦɑ-tu phɑwu-le: wutɕupu-ȵɑ ȵiɣi dzə-ȵi ȵiɣi tɕhə-tɕ ɦɑ-tsəi ə-ʂ-jy ŋuə-ȵi ɦɑ-tsəi pəʴʐə-kui-wɑ.	INT-RESULT older.sister-DEF:CL husband-COM what eat-ADV what drink-GEN INT-this.manner DIR-put-ASP COP-ADV INT-this.manner provide.for-NAR-EMPH	552:6:0 1009:1:0 1013:2:1 1031:3:1 1031:5:1	2 7	AX	CE	1	1.C.C 1.E.V	2.0 1.5	tɕʰə	1	440
579	Qiang	drink	drink	lexicon	tɕh	tɕʰ	1	sə-tɕh-ȵi	DIR-drink-ADV	ɦɑ-tu sə-tɕh-ȵi qɑ die-me-ʂa-tu,	INT-RESULT DIR-drink-ADV 1sg DIR-NEG-die:1sg-LNK	1011:1:1	2	A	C	1	1.C.C	2.0	tɕʰ	0	440
580	Qiang	drink	drink	lexicon	tɕhi	tɕʰ i	1	tɕɑ-tɕhi-n-pɑ,”	NEG.IMP-drink-2sg-DVT	ʔũ tɕɑ-tɕhi-n-pɑ,”	2sg NEG.IMP-drink-2sg-DVT	1015:1:1	2 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	tɕʰi	1	440
455	Qiang	driping	driping	lexicon	tuetue	t u e t u e	2	tuetue-ke:-tɕi	driping-INDEF:CL-ADV	sɑ tuetue-ke:-tɕi dɑ-qɑ-jɑntɕi,	blood driping-INDEF:CL-ADV DIR-go-after	235:1:0 256:2:0	1 7 7 1 7 7	AXYBYZ	TYETYE	1	1.T.C 1.Y.V 1.E.V 1.T.C 1.Y.V 1.E.V	2.0 1.5 1.3 1.75 1.3 0.8	tuetue	0	441
203	Qiang	drive ahead	drive.ahead	lexicon	wɑʁ	w ɑ ʁ	1	tə-wɑʁ,	DIR-drive.ahead	thizzi tə-wɑʁ,	3dl DIR-drive.ahead	35:1:1	6 7 5	AXN	WAR	1	1.W.C 1.A.V 1.R.c	2.0 1.5 0.8	wɑʁ	0	442
77	Qiang	each	each	lexicon	ȵutɕuku	ȵ u tɕ u k u	1	ȵutɕuku	each	ȵutɕuku dzuɑʁl e-xʂe ɦei-bi-ȵi,	each stone.mill one-CL DIR-carry.on.back-ADV	9:0:0	4 7 2 7 1 7	AXBYBZ	NYCYKY	1	1.N.C 1.Y.V 1.C.C 1.Y.V 1.K.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ȵutɕuku	0	443
78	Qiang	each	each	lexicon	məqɑ	m ə q ɑ	1	ɑ-s-məqɑ-ŋuəȵi	one-day-each-TOP	ɦɑlɑ mɑ:-le:-wu ɑ-s-məqɑ-ŋuəȵi ɦɑthɑ ȵiu-ŋuəȵi ɑ-s pɑntɕin-wu pɑntɕin tə-tʂhə-ȵi ɦɑ-tsəi de-lde-ȵi110 ȵiu pɑtʂ de-lde-ȵi ɦɑlɑ,	INT Mama-DEF:CL-AGT one-day-each-TOP INT sheep.wool-TOP one-day half.catty-INST half.catty DIR-weigh-ADV INT-this.manner DIR-spin-ADV sheep.wool ball DIR-spin-ADV INT	375:2:2	4 7 1 7	AXBZ	MEKA	1	1.M.C 1.E.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	məqɑ	0	444
79	Qiang	each	each	lexicon	mɑqɑ	m ɑ q ɑ	1	ɑ-sə-mɑqɑ	one-day-each	ɑ-sə-mɑqɑ khuə tə-ɕi-ȵi phɑntshə-ʁɑ khuə tə-ɕi-ȵi stuɑhɑ tɕhə-m,	one-day-each dog DIR-release-ADV traveling.expenses-LOC dog DIR-release-ADV food eat-NOM	792:0:2	4 7 1 7	AXBZ	MAKA	1	1.M.C 1.A.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	mɑqɑ	0	444
